rowid,content,label,content_clean,dm1,dm2,troll_whight,real_whight,upper_s,upper_w,swears,swears_s,num_words,positive,positive_s,negative,negative_s
2101,  Yess it was pretty cute ;),0,  yess it was pretty cute ,0.847220104,-0.45779481,0,-1.627429836,0.142857143,0,0,0,5,2,0.4,0,0
2102,  yesss,0,  yesss,0.085578896,0.402300052,0,0,0,0,0,0,1,0,0,0,0
2103,  YESSSSSS. i love to dance :],0,  yessssss i love to dance ,1.170967023,-0.508782485,0,-15.48789541,0.142857143,0,0,0,5,1,0.2,0,0
2104,  yesssssssssssssss :D,0,  yesssssssssssssss d,0.298869523,-0.191490119,0,-2.843804223,0.333333333,0.333333333,0,0,2,0,0,0,0
2105,  yew neva seen mi dik nd lol thankz,0,  yew neva seen mi dik nd lol thankz,0.339315712,0.093055871,0,0,0,0,0,0,8,0,0,0,0
2106,  Yogurt!! and blueberry :],0,  yogurt and blueberry ,0.29417798,-0.261602223,11.83323405,-8.705423881,0.142857143,0,0,0,3,0,0,0,0
2107,  You'll neverr know (:,0,  youll neverr know ,0.691982291,-0.477097263,0,-2.843804223,0.166666667,0,0,0,3,0,0,0,0
2108,  You're most certainly welcome :) would it be alright if i were to send you a text message? ;D,0,  youre most certainly welcome  would it be alright if i were to send you a text message d,0.977437359,-0.574671918,5.523060502,-15.24141409,0.086956522,0.043478261,0,0,18,1,0.055555556,0,0
2109,  You asked didnt you? I was like 12 and you gotta do what you gotta do yo> haha,0,  you asked didnt you i was like 12 and you gotta do what you gotta do yo> haha,1.087234106,-0.53264789,2.282065044,-18.887719,0.090909091,0.090909091,0,0,21,1,0.047619048,0,0
2110,  you electricute yourself lol,0,  you electricute yourself lol,0.955826393,-0.396310117,0,0,0,0,0,0,4,0,0,0,0
2111,  You silly girl :D,0,  you silly girl d,0.876067919,-0.408483069,0,-2.843804223,0.4,0.2,0,0,4,0,0,1,0.25
2112,  you text mee,0,  you text mee,0.795111535,-0.293217541,0,0,0,0,0,0,3,0,0,0,0
2113,  you think i like him because i talk to him alot?r he is really nice  and fun to talk to  who are you?r he is a great friend  what isnt there to like about him.,0,  you think i like him because i talk to him alotr he is really nice  and fun to talk to  who are your he is a great friend  what isnt there to like about him,1.022701357,-0.742997626,12.12689665,-23.89678313,0,0,0,0,35,5,0.142857143,0,0
2114,  you! :],0,  you ,2.407548281,-0.839613688,5.916617023,-8.705423881,0,0,0,0,1,0,0,0,0
2115,  your good. haha,0,  your good haha,1.210324273,-0.445864633,0,-3.902184413,0,0,0,0,3,1,0.333333333,0,0
2116,  your moms house,0,  your moms house,0.372409527,-0.480040559,0,0,0,0,0,0,3,0,0,0,0
2117,  your welcome :) sureee,0,  your welcome  sureee,0.441050523,-0.269521539,0,-2.843804223,0,0,0,0,3,1,0.333333333,0,0
2118,  YUH AREEE!!!<3,0,  yuh areee<3,0.071184679,-0.082911336,17.74985107,-4.174028731,0.285714286,0.428571429,0,0,4,0,0,0,0
2119,  yum yum,0,  yum yum,0.033246858,0.771659341,0,0,0,0,0,0,2,0,0,0,0
2120,  yup it sure does!,0,  yup it sure does,0.904405428,-0.439169382,5.916617023,-1.758826404,0,0,0,0,4,0,0,0,0
2121,  yup probably,0,  yup probably,-0.026124621,-0.349769545,0,0,0,0,0,0,2,0,0,0,0
2122,  yup sure did,0,  yup sure did,0.632599928,-0.373306812,0,-1.758826404,0,0,0,0,3,0,0,0,0
2123,  Yup sure is :),0,  yup sure is ,0.743098069,-0.51073221,0,-4.602630627,0.2,0,0,0,3,0,0,0,0
2124,  Yup yup,0,  yup yup,-0.245490692,-0.251937274,0,0,0.5,0,0,0,2,0,0,0,0
2125,  Yup yup!!:P,0,  yup yupp,0.037767143,-0.084728392,11.83323405,-2.843804223,0.333333333,0.166666667,0,0,2,0,0,0,0
2126,  yup. have one,0,  yup have one,0.69572587,-0.781107711,0,-5.215207271,0,0,0,0,3,0,0,0,0
2127,  Yuppers! Nose and Cartilage piercings(;,0,  yuppers nose and cartilage piercings,0.150493809,-0.149568803,5.916617023,0,0.375,0,0,0,5,0,0,0,0
2128,  yupz hehe,0,  yupz hehe,-0.217254993,0.013471786,0,0,0,0,0,0,2,0,0,0,0
2129,  yupz iParty all nite nd day,0,  yupz iparty all nite nd day,0.14201232,-0.283665383,0,0,0.166666667,0,0,0,6,0,0,0,0
2130,  yupz yupz hehe,0,  yupz yupz hehe,-0.217254993,0.013471786,0,0,0,0,0,0,3,0,0,0,0
2131,  zerooooo,0,  zerooooo,-0.176559759,-0.287038377,0,0,0,0,0,0,1,0,0,0,0
2132,  Zombie 4sho!,0,  zombie 4sho,-0.105017685,0.272863098,5.916617023,0,0.333333333,0,0,0,2,0,0,1,0.5
2133, ! w@N+ yUh +0 $M@(K m3 &amp; m@k3 dH@ SEx w!Ld n h0+,0,  wn+ yuh +0 $mk m3 amp mk3 dh sex wld n h0+,0.058632626,0.005840584,23.30629001,0,0.269230769,0.076923077,1,0.076923077,13,0,0,0,0
2134, ! w@n+ yUh t@ m@k3 m3 $w3@+,0,  wn+ yuh t mk3 m3 $w3+,0.094368648,0.099165655,13.37390173,0,0.066666667,0,0,0,7,0,0,0,0
2135, ! w@nn@ fuck y0u. @nd y0u d!d f0rq3+ @b0u+ d@+ h03 VvV,0,  wnn fuck y0u nd y0u dd f0rq3+ b0u+ d+ h03 vvv,0.025575922,-0.064902674,32.45793553,-8.570632558,0.047619048,0,1,0.090909091,11,0,0,1,0.090909091
2136, !f ! @cC3pT wut yuH qon3 duuuu f@ mii,0, f  cc3pt wut yuh qon3 duuuu f mii,-0.030060997,0.126503381,15.5618764,0,0.166666667,0,0,0,8,0,0,0,0
2137," ""Self-serving confessions  meaning that one is tattling to cover own ass  im plicating another? """,0, selfserving confessions  meaning that one is tattling to cover own ass  im plicating another ,0.593890021,-0.357079835,18.36317944,-6.079375721,0.058823529,0,1,0.071428571,14,0,0,1,0.071428571
2138, #tcot if I only had the time. I hate it when conservatives say stupid things that make us all look bad.,0, tcot if i only had the time i hate it when conservatives say stupid things that make us all look bad,0.956970179,-0.711447934,6.991490177,-7.116448873,0.086956522,0.086956522,0,0,21,0,0,3,0.142857143
2139, $3xy,0, $3xy,0.239537167,0.602437349,0,0,0,0,0,0,2,0,0,0,0
2140, & @karkar  I hate Walmart anymore. I'm gonna have to start taking my own cart with spikes and barbed wire. Maybe flamethrowers.,1,  karkar  i hate walmart anymore im gonna have to start taking my own cart with spikes and barbed wire maybe flamethrowers,0.648388495,-0.455100884,9.176497567,-2.540641744,0.153846154,0.076923077,0,0,22,0,0,1,0.045454545
2141, &amp;&amp; if anyone gets tired of my questions or just generally annoyed with being spammed please let me know. I am not here to bother anyone! Thank you!,0, ampamp if anyone gets tired of my questions or just generally annoyed with being spammed please let me know i am not here to bother anyone thank you,0.838857538,-0.599601241,15.36115166,-7.520876363,0.057142857,0.028571429,0,0,28,1,0.035714286,3,0.107142857
2142, &quot;hey angel  you duh sexy&quot;,0, quothey angel  you duh sexyquot,0.440447294,-0.019994137,3.527917613,0,0,0,0,0,5,1,0.2,0,0
2143, &quot;musta&quot;(mooosta)- a Filipino word w/c means how are you.. so  musta? :],0, quotmustaquotmooosta a filipino word wc means how are you so  musta ,0.709314267,-0.309477165,5.809982657,-8.705423881,0.041666667,0,0,0,11,0,0,0,0
2145, (If it were to save a life) Would you ever give mouth to mouth to a person with Herpes?,0, if it were to save a life would you ever give mouth to mouth to a person with herpes,0.985840126,-0.717240236,2.282065044,-8.293568531,0.136363636,0,0,0,19,0,0,0,0
2146, ******************MEOWWW*************************,0, meowww,-0.116066107,-0.302609612,0,0,1,0,0,0,1,0,0,0,0
2147, **bitch*** lol VVV,1, bitch lol vvv,0.772789342,-0.220859985,0,0,0.333333333,0.333333333,1,0.333333333,3,0,0,1,0.333333333
2148, *shakes head @ you for calling Kitty a pussy*  He's a BOY  you know! lol,1, shakes head  you for calling kitty a pussy  hes a boy  you know lol,0.657906096,-0.487200146,9.77730579,0,0.176470588,0.058823529,1,0.071428571,14,0,0,0,0
2150, .. STFU TABI ... you may not be fake .... but your a bitch annd need to go back to Idaho .. HOEEE ... orr just go to W&;ford.. your better off ther anyways (: .. you have like 1 maybe 2 friends in brock  soooo leave,1,  stfu tabi  you may not be fake  but your a bitch annd need to go back to idaho  hoeee  orr just go to wford your better off ther anyways   you have like 1 maybe 2 friends in brock  soooo leave,0.617260142,-0.524129692,26.24945697,-14.11852173,0.096153846,0.115384615,1,0.025,40,2,0.05,2,0.05
2151, ....oats<br>,0, oats<br>,-0.229697391,0.06883338,2.014839044,-4.174028731,0,0,0,0,4,0,0,0,0
2152, ....you gone wind up fucking her (is that what u wanna do  shawty),1, you gone wind up fucking her is that what u wanna do  shawty,1.005729533,-0.593246116,24.31760767,-8.220500127,0,0,1,0.071428571,14,0,0,1,0.071428571
2153, ...If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!!,1, if you want to go back to idaho so bad why dont you  texas doesnt want you here anymore than you want to be soo  just leave,0.921630889,-0.606089283,28.62572429,-2.298864956,0.083333333,0,0,0,27,0,0,1,0.037037037
2154, ..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3,1, are you all you can say lmfaoo well  your fake everyone knows it  no need to go on about it sayoonarra<3,0.857841938,-0.637952794,14.24673871,-9.067668889,0,0.038461538,0,0,23,1,0.043478261,1,0.043478261
2155, :-)  My line in the sand: watching shows on my computer screen. HATE it. w/42 inch plasma & groovy sound  you can never go back.,1,   my line in the sand watching shows on my computer screen hate it w42 inch plasma  groovy sound  you can never go back,0.573055185,-0.482306327,3.552684557,-7.88843306,0.068965517,0.034482759,0,0,23,0,0,1,0.043478261
2157, :(  that sucks.,0,   that sucks,1.735319443,-0.564555761,4.428950062,-2.843804223,0,0,1,0.5,2,0,0,1,0.5
2159, :) Are you currently happy in your life right now?,0,  are you currently happy in your life right now,0.973633054,-0.729161391,2.282065044,-5.044628837,0.083333333,0,0,0,9,2,0.222222222,0,0
2160, :|,0, |,-0.130964243,0.061522289,0,-2.843804223,0,0,0,0,1,0,0,0,0
2161, :3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp :],1, 3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp ,0.61152714,-0.366033415,1.951655437,-8.705423881,0,0,1,0.058823529,17,2,0.117647059,1,0.058823529
2162, :D nada,0, d nada,0.396827398,-0.128310361,0,-2.843804223,0.333333333,0.333333333,0,0,2,0,0,0,0
2163, :O lol no freaking way! btw  i didnt ask that :D,0, o lol no freaking way btw  i didnt ask that d,0.923188166,-0.390018277,7.752651228,-8.29604805,0.142857143,0.142857143,0,0,11,0,0,1,0.090909091
2164, @ b!+(H l!k3 m3 m0@n$Z n $(R3@mSzZ,0,  b+h lk3 m3 m0n$z n $r3mszz,0.138386988,0.143888166,21.92982249,0,0.19047619,0.142857143,0,0,9,0,0,0,0
2165, @ BrettLegree is a genius  really. If he says it sucks  it sucks. I work for myself and still have to use it. :(,0,  brettlegree is a genius  really if he says it sucks  it sucks i work for myself and still have to use it ,1.146381446,-0.668166301,8.238620315,-5.384445967,0.12,0.04,2,0.090909091,22,2,0.090909091,2,0.090909091
2166, @Dave_Malby acting as Colfax Chick's agent! After 100 followers I will make sure to get her ass down here and tweet with everyone,1, davemalby acting as colfax chicks agent after 100 followers i will make sure to get her ass down here and tweet with everyone,0.66416537,-0.429282625,22.47653962,-1.758826404,0.192307692,0.076923077,1,0.043478261,23,0,0,0,0
2167, @steph125 says fag... no one likes jacob...  and im starting to  question ur 2nd to last twitter...,0, steph125 says fag no one likes jacob  and im starting to  question ur 2nd to last twitter,0.521818698,-0.471638026,12.32868465,-7.719307314,0,0,1,0.058823529,17,1,0.058823529,0,0
2168, @y3 @l!X $3D yUh wUz j3rk!n oFf t@ q@y p0RN !n hIsz q@r@qe wi+ y0 d@d,0, y3 lx $3d yuh wuz j3rkn off t qy p0rn n hisz qrqe wi+ y0 dd,-0.048553068,0.006226447,35.30372421,-5.713755039,0.212121212,0.060606061,1,0.058823529,17,0,0,0,0
2169, ]=,1, =,0.34062132,-0.217285353,0,-5.861619658,0,0,0,0,1,0,0,0,0
2170, `` im very sexy `` My fucking ass. duuude that made me laugh so fucking hardd(: thank&;s for making my day ;D,1, `` im very sexy `` my fucking ass duuude that made me laugh so fucking hardd thanks for making my day d,0.778344912,-0.346948664,27.58961429,-8.829254903,0.071428571,0.035714286,4,0.181818182,22,1,0.045454545,2,0.090909091
2171, 1. Are you fake? 2. Who&;s Cheyenne  Taylor  Tarren  Samantha  Jessica. 3. Do you live in Montana? Cheyenne is the real one. 4. She also has videos of her in school etc. Why is your pics in photobucket,0, 1 are you fake 2 whos cheyenne  taylor  tarren  samantha  jessica 3 do you live in montana cheyenne is the real one 4 she also has videos of her in school etc why is your pics in photobucket,0.424610402,-0.460349239,20.18189172,-11.0144331,0.279069767,0,0,0,38,0,0,1,0.026315789
2172, 10 things you want to do before you die,0, 10 things you want to do before you die,0.991381244,-0.766121779,0,-4.582598539,0,0.111111111,0,0,9,0,0,1,0.111111111
2173, 123 or 789?,0, 123 or 789,0.055571695,-0.242359798,2.282065044,-2.558807756,0,0.5,0,0,3,0,0,0,0
2174, 13?r you&;re at the perfect age to learn how to suck dick and give hand jobs.,1, 13r youre at the perfect age to learn how to suck dick and give hand jobs,0.576956937,-0.5127501,9.294884237,0,0,0.045454545,2,0.125,16,1,0.0625,2,0.125
2175, 19 tabs in 1 window (hate windows  love tabs),0, 19 tabs in 1 window hate windows  love tabs,0.327111146,-0.573038086,1.975772233,-6.374856543,0,0.181818182,0,0,9,1,0.111111111,1,0.111111111
2176, 2 weeks? WOW i totally change my mind!! thats like sooooo long! im sorry i ever said anything.....NOT  your too young for makeup. especially the amount you were,1, 2 weeks wow i totally change my mind thats like sooooo long im sorry i ever said anythingnot  your too young for makeup especially the amount you were,0.766903955,-0.473489737,22.04675516,-17.68553596,0.058823529,0.058823529,0,0,28,2,0.071428571,1,0.035714286
2177, 3 physical features you get complimented on a lot?,0, 3 physical features you get complimented on a lot,0.721709228,-0.603759685,5.775599933,0,0,0.1,0,0,9,0,0,0,0
2178, 3 physical features you get complimented on a lot? Name your least favorite feature?,0, 3 physical features you get complimented on a lot name your least favorite feature,0.629076888,-0.567801204,8.057664977,-3.513407845,0.0625,0.0625,0,0,14,1,0.071428571,0,0
2179, 3 things that your mom doesn&;t know about you,0, 3 things that your mom doesnt know about you,1.0648013,-0.686776885,3.599993012,-3.734313583,0,0.083333333,0,0,9,0,0,0,0
2180, 484 264 3364 ; you should call me.,0, 484 264 3364  you should call me,0.555244827,-0.368038172,0,0,0,0.333333333,0,0,7,0,0,0,0
2181, 5 favorite things to eat,0, 5 favorite things to eat,0.761526794,-0.4971307,0,-5.197885493,0,0.2,0,0,5,1,0.2,0,0
2182, A^A^A^A^A^A^A^A^A^A,0, a^a^a^a^a^a^a^a^a^a,-0.499270566,0.374034036,0,0,1,0,0,0,1,0,0,0,0
2183, AAYE!!!  richard gre is NOT gay-re :P,1, aaye  richard gre is not gayre p,0.258549974,-0.155141985,17.74985107,-2.843804223,0.272727273,0.272727273,0,0,7,0,0,0,0
2184, ABCDEFGHIJKLMNOPQRSTUVWXYZ. Pick one...,0, abcdefghijklmnopqrstuvwxyz pick one,0.283208372,-0.477683249,2.014839044,-2.674565527,0.5,0,0,0,3,0,0,0,0
2185, About how many pairs of jeans do you own?,0, about how many pairs of jeans do you own,0.80093631,-0.647211365,2.282065044,-4.894672633,0.1,0,0,0,9,0,0,0,0
2186, Actually  IhDontMind..GoAhead,0, actually  ihdontmindgoahead,0.33222599,-0.389085501,0,0,1,0,0,0,2,0,0,0,0
2187, after the viewing of said video footage who sees it next?,0, after the viewing of said video footage who sees it next,0.505377704,-0.696059953,2.282065044,-1.814657544,0,0,0,0,11,0,0,0,0
2188, After you have a dream  do you mostly wake up remembering it or not?,0, after you have a dream  do you mostly wake up remembering it or not,1.034089057,-0.563738375,4.201993321,-9.822077874,0.066666667,0,0,0,14,0,0,0,0
2189, ahaa to late i already sent youu onee[;,0, ahaa to late i already sent youu onee,0.635386781,-0.243201863,0,-2.608439604,0,0,0,0,8,0,0,0,0
2190, ahaha <3r yes ive noticed <3,0, ahaha <3r yes ive noticed <3,0.252951349,-0.178700423,0,-10.55304131,0,0.125,0,0,8,0,0,0,0
2191, ahahaahahahaha. yourr a funny kid.,0, ahahaahahahaha yourr a funny kid,0.367797971,-0.363932752,0,0,0,0,0,0,5,0,0,1,0.2
2192, ahhh true.. true... plus it plays music XD,0, ahhh true true plus it plays music xd,0.455323164,-0.088782667,2.014839044,0,0.111111111,0.111111111,0,0,8,0,0,0,0
2193, Ahhhhhhhhh so glad to see you. HNY & ditto.  FUCK CANCER,0, ahhhhhhhhh so glad to see you hny  ditto  fuck cancer,0.78461691,-0.393122543,1.763958806,0,0.363636364,0.272727273,1,0.1,10,1,0.1,2,0.2
2194, AJ is a good bop too. Now I want Pettite or Sheets.  FUCK Lowe.  I want a pretzel,0, aj is a good bop too now i want pettite or sheets  fuck lowe  i want a pretzel,0.794726881,-0.337303357,0,-5.357543745,0.444444444,0.222222222,1,0.055555556,18,1,0.055555556,1,0.055555556
2195, AJULA NO DONT FUKIN TALK TU HERRR ! VVV,1, ajula no dont fukin talk tu herrr  vvv,0.398134999,-0.058289942,5.916617023,0,0.888888889,0.888888889,0,0,8,0,0,0,0
2196, Aleeeexis&amp;&amp;<3 Wooah babyyyyy girl! =] I miss u alotta. I dunnt gotz my phizzle ;p wee neeeeeeed 2 hang again!!?!?!!? Reeemembr whn. We went shoppn????! Bahahaha u wants all those Bob Marley thingys N Rastaaa???<33 bahaha well &quot;one love&quot; haaa  -Andrea,0, aleeeexisampamp<3 wooah babyyyyy girl = i miss u alotta i dunnt gotz my phizzle p wee neeeeeeed 2 hang again reeemembr whn we went shoppn bahahaha u wants all those bob marley thingys n rastaaa<33 bahaha well quotone lovequot haaa  andrea,0.224344322,-0.075023682,80.25561787,-21.05827457,0.157894737,0.078947368,0,0,45,1,0.022222222,2,0.044444444
